sentence	label
[CLS]  En 1860, quel pourcentage de la population de la ville était esclave ?  [SEP]  En août 1836, deux entrepreneurs immobiliers, Augustus Chapman Allen et John Kirby Allen, de New York, ont acheté 6 642 acres (26,88 km2) de terres le long de Buffalo Bayou dans le but de fonder une ville. Les frères Allen ont décidé de donner à la ville le nom de Sam Houston, le général populaire à la bataille de San Jacinto, qui a été élu président du Texas en septembre 1836. La grande majorité des esclaves du Texas sont venus avec leurs propriétaires des anciens États esclavagistes. Un nombre considérable, cependant, est venu par le biais de la traite domestique des esclaves. La Nouvelle-Orléans était le centre de ce commerce dans le Grand Sud, mais il y avait des marchands d'esclaves à Houston. Des milliers d'Africains-Américains réduits en esclavage vivaient près de la ville avant la guerre civile. Beaucoup d'entre eux, près de la ville, travaillaient dans des plantations de sucre et de coton	0
[CLS]  Quel était le nom du premier single que Fantasia a sorti après avoir gagné American Idol ?  [SEP]  Les 12 finalistes incluaient à l'origine Mario Vazquez, mais celui-ci a abandonné en invoquant des "raisons personnelles" et a été remplacé par Nikko Smith. Par la suite, un employé de Freemantle Media, qui produit l'émission, a poursuivi l'entreprise pour congédiement injustifié, affirmant qu'il avait été congédié après s'être plaint du comportement obscène de Vazquez à son égard pendant l'émission.	1
[CLS]  Qui était le commandant suprême des forces alliées du Sud-Ouest ?  [SEP]  Le président Franklin Roosevelt ordonna au général Douglas MacArthur, aux Philippines, de formuler un plan de défense du Pacifique avec l'Australie en mars 1942. Curtin accepta de placer les forces australiennes sous le commandement de MacArthur, qui devint commandant suprême du Sud-Ouest du Pacifique. MacArthur déménagea son quartier général à Melbourne en mars 1942 et les troupes américaines commencèrent à se masser en Australie. L'activité navale ennemie atteignit Sydney à la fin de mai 1942, lorsque des sous-marins midget japonais lancèrent un raid audacieux dans le port de Sydney. Le 8 juin 1942, deux sous-marins japonais bombardèrent brièvement les banlieues est de Sydney et la ville de Newcastle.	0
[CLS]  Qu'est-ce qui entrait dans le pays avant les élections ?  [SEP]  Bien que des informations aient fait état de l'entrée d'armes dans le pays avant les élections et de "troubles pendant la campagne", notamment d'attaques contre des bureaux gouvernementaux par des hommes armés non identifiés, les observateurs électoraux étrangers ont qualifié les élections de 2005 de "calmes et organisées" dans l'ensemble.	0
[CLS]  Quand Liverpool et Manchester ont-elles été retirées des limites du Lancashire ?  [SEP]  La partie nord détachée du Lancashire dans le district du lac, y compris la péninsule de Furness et Cartmel, a été fusionnée avec Cumberland et Westmorland pour former Cumbria. Le Lancashire a perdu 709 milles carrés de terres au profit d'autres comtés, soit environ les deux cinquièmes de sa superficie initiale, bien qu'il ait acquis certaines terres de la circonscription ouest du Yorkshire. Aujourd'hui, le comté est bordé par Cumbria au nord, par le Greater Manchester et le Merseyside au sud et par le North Yorkshire et le West Yorkshire à l'est, avec une côte sur la mer d'Irlande à l'ouest. Les limites du comté palatines demeurent les mêmes [clarification nécessaire], le duc de Lancaster exerçant ses droits de souveraineté, y compris la nomination de lieutenants seigneurs dans le Grand Manchester et le Merseyside.	0
[CLS]  Quelle section se trouve à la fin de l'article principal du Times ?  [SEP]  Le principal supplément du Times, tous les jours, est la chronique2, qui présente des chroniques sur divers aspects du style de vie. Il a été supprimé le 1er mars 2010, mais il a été réintroduit le 11 octobre 2010 après des commentaires négatifs. Il comporte régulièrement une section de puzzles appelée Mind Games. Sa version précédente a commencé le 5 septembre 2005, avant laquelle il s'appelait T2 et précédemment Times 2. Les chroniques régulières comprennent des chroniques rédigées par un chroniqueur différent chaque jour de la semaine. Il y avait une chronique de Marcus du Sautoy chaque mercredi, par exemple. Les pages arrière sont consacrées aux puzzles et contiennent du sudoku, "Killer Sudoku", "KenKen", des mots-casse-tête polygonaux, et des mots croisés plus simples et plus concis que le principal "Times Crossword".	1
[CLS]  Qu'y a-t-il de spécial dans les portes des étages supérieurs ?  [SEP]  Les invités qui montent aux postes d'observation des 67e, 69e et 70e niveaux (surnommés "Top of the Rock") au sommet du bâtiment GE au Rockefeller Center de New York montent dans un ascenseur à grande vitesse en verre. Lorsqu'ils entrent dans la cabine, il semble qu'il s'agisse d'une conduite normale. Cependant, une fois que la cabine commence à bouger, les lumières intérieures s'éteignent et un feu bleu spécial au-dessus de la cabine s'allume. Cette lumière éclaire tout l'arbre, de sorte que les cyclistes peuvent voir la cabine en mouvement à travers son plafond de verre en montant et en descendant à travers l'arbre. Des pièces musicales et diverses animations sont également affichées sur le plafond. La conduite prend environ 60 secondes.	1
[CLS]  Quelle branche militaire les Pinkerton ont-ils dépassée à leur hauteur ?  [SEP]  Dans le Vieux Ouest américain, les services de police étaient souvent de très mauvaise qualité. [citation nécessaire] L'armée fournissait souvent des services de police aux côtés de shérifs disposant de peu de ressources et de posses temporairement organisées. [citation nécessaire] Les organismes publics étaient complétés par des entrepreneurs privés, notamment la Pinkerton National Detective Agency, qui était embauchée par des particuliers, des hommes d'affaires, des gouvernements locaux et le gouvernement fédéral. À son apogée, le nombre de membres de l'agence de Pinkerton dépassait celui de l'armée des États-Unis. [citation nécessaire]	0
[CLS]  Quel geste Tazz a-t-il rendu populaire ?  [SEP]  La soumission était au départ un facteur important dans la lutte professionnelle, mais après le déclin du style "catch-as-catch" de la lutte professionnelle conventionnelle, la soumission s'est largement estompée jusqu'à l'essor du sport légitime des arts martiaux mixtes. Malgré cela, certains lutteurs, comme Chris Jericho, The Undertaker, Ric Flair, Bret Hart, Kurt Angle, Ken Shamrock, Dean Malenko, Chris Benoit et Tazz, sont devenus célèbres pour gagner des matchs par soumission. Un lutteur avec une technique de soumission de signature est décrit comme meilleur pour appliquer la prise, ce qui fait qu'il est plus douloureux ou plus difficile d'en sortir que d'autres qui l'utilisent, ou peut être faussement reconnu comme ayant inventé la prise (comme lorsque Tazz a popularisé le kata ha jijume do choke en lutte pro comme la "Tazzmission")	0
[CLS]  Quelle était la position de Kadhafi lorsqu'il était considéré comme le "frère dirigeant" ?  [SEP]  Fils d'un éleveur de chèvres bédouins appauvri, Kadhafi s'est engagé dans la politique alors qu'il était à l "école de Sabha, puis s'est inscrit à l'Académie royale militaire de Benghazi. Fondant une cellule révolutionnaire au sein de l'armée, il s'est emparé en 1969 du pouvoir de la monarchie absolue du roi Idris lors d'un coup d" État sans effusion de sang. Devenu président du Conseil du commandement révolutionnaire (CRC) au pouvoir, Kadhafi a aboli la monarchie et proclamé la République. Dirigé par décret, il a mis en œuvre des mesures visant à retirer de la Libye ce qu'il considérait comme une influence impérialiste étrangère et a renforcé les liens avec les gouvernements nationalistes arabes. Désireux de pousser la Libye vers le "socialisme islamique", il a introduit la charia comme base du système juridique et a nationalisé	1
[CLS]  Que signifie REL ?  [SEP]  Une personne peut être exposée à l'uranium (ou à ses produits de filiation radioactifs, comme le radon) en inhalant de la poussière dans l'air ou en ingérant de l'eau et des aliments contaminés. La quantité d'uranium dans l'air est habituellement très faible ; cependant, les personnes qui travaillent dans des usines qui traitent des engrais phosphatés, qui vivent près d'installations gouvernementales qui ont fabriqué ou mis à l'essai des armes nucléaires, qui vivent ou travaillent près d'un champ de bataille moderne où des armes à l'uranium appauvri ont été utilisées, ou qui vivent ou travaillent près d'une centrale électrique alimentée au charbon, d'installations qui extraient ou traitent du minerai d'uranium ou qui enrichissent de l'uranium pour le combustible de réacteur, peuvent être davantage exposées à l'uranium. Les maisons ou les structures qui sont au-dessus de dépôts d'uranium (soit naturels, soit de scories artificielles) peuvent être davantage exposées au radon. L'Occupational Safety and Health	0
[CLS]  Sous quel nom Muammar Muhammad Abu Minyar al-Kadhafi était-il généralement connu ?  [SEP]  Muammar Muhammad Abu Minyar al-Kadhafi (arabe : معمر محمد أبو منيار القذافي), communément connu sous le nom de Colonel Kadhafi, est un révolutionnaire, politicien et théoricien politique libyen qui a dirigé la République arabe libyenne de 1969 à 1977, puis la Jamahiriya arabe libyenne populaire et socialiste de 1977 à 2011. Initialement engagé idéologiquement dans le nationalisme arabe et le socialisme arabe, il est venu régner selon sa troisième théorie internationale avant d'embrasser le panafricanisme et d'être président de l'Union africaine de 2009 à 2010.	0
[CLS]  Que signifie la date "Old Style" ?  [SEP]  Le calendrier grégorien fut une réforme du calendrier julien instituée en 1582 par le Pape Grégoire XIII, d'où le nom du calendrier, par le taureau pontifical Inter gravissimas du 24 février 1582. La motivation de cet ajustement était de ramener la date de la célébration de Pâques à la période de l'année où elle a été célébrée lorsqu'elle a été introduite par l'Église primitive. Bien qu'une recommandation du Premier Conseil de Nicée en 325 spécifiait que tous les chrétiens devaient célébrer Pâques le même jour, il fallut presque cinq siècles avant que pratiquement tous les chrétiens n'atteignent cet objectif en adoptant les règles de l'Église d'Alexandrie (voir Pâques pour les questions qui se sont posées).	1
[CLS]  En quelle année Universal a-t-il fait une version cinématographique de Dracula ?  [SEP]  Les incursions d'Universal dans la production de haute qualité ont marqué la fin de l'ère Laemmle en studio. S'atteler à la tâche de moderniser et de moderniser un conglomérat cinématographique dans les profondeurs de la dépression était risqué, et pendant un certain temps, Universal s'est retrouvé sous séquestre. La chaîne de théâtre a été abandonnée, mais Carl, Jr. a tenu bon aux opérations de distribution, de studio et de production.	1
[CLS]  Qu'est-ce qui a conduit les Chamorros à avoir du mal à conserver leur culture qui implique ses enfants ?  [SEP]  Guam est gouvernée par un gouverneur élu par le peuple et un parlement monocaméral de 15 membres, dont les membres sont appelés sénateurs. Guam élit un délégué sans droit de vote, actuellement la démocrate Madeleine Z. Bordallo, à la Chambre des représentants des États-Unis. Les citoyens des États-Unis à Guam votent dans le cadre d'un scrutin indicatif lors de l'élection présidentielle générale des États-Unis, mais comme Guam n'a pas le droit de vote à l'Electoral College, ce scrutin n'a pas d'effet réel. Toutefois, en envoyant des délégués aux congrès nationaux républicain et démocrate, Guam a une influence sur la course à la présidence nationale. Ces délégués sont élus par les congrès locaux des partis.	1
[CLS]  Quel pont célèbre avait deux bannières suspendues par des manifestants ?  [SEP]  Certains défenseurs du Tibet, du Darfour et de la pratique spirituelle Falun Gong avaient l'intention de protester contre l'arrivée de la torche le 9 avril à San Francisco. La Chine avait déjà demandé que le parcours de la torche à San Francisco soit raccourci. Le 7 avril 2008, deux jours avant le véritable relais de la torche, trois activistes portant des drapeaux tibétains ont escaladé les câbles suspendus du Golden Gate Bridge pour déployer deux banderoles, l'une disant "Un monde, un rêve. Tibet libre", et l'autre, "Free Tibet '08". Parmi eux figurait Laurel Sutherlin, résident de San Francisco, qui s'est adressé à la chaîne de télévision locale KPIX-CBS5 en direct d'un téléphone cellulaire, exhortant le Comité international olympique à demander à la Chine de ne pas autoriser la torche à traverser le Tibet. "M. Sutherlin a déclaré qu'il craignait que	0
[CLS]  Au Paléocène, le Groenland s'est joint à quel continent ?  [SEP]  À bien des égards, le Paléocène a poursuivi les processus qui avaient commencé à la fin du Crétacé. Au cours du Paléocène, les continents ont continué à dériver vers leurs positions actuelles. La Laurasie du Supercontinent ne s'était pas encore séparée en trois continents. L'Europe et le Groenland étaient toujours reliés. L'Amérique du Nord et l'Asie étaient encore reliées par intermittence par un pont terrestre, tandis que le Groenland et l'Amérique du Nord commençaient à se séparer. L'orogenèse du Laramide du Crétacé tardif continuait à soulever les montagnes Rocheuses dans l'ouest américain, ce qui s'est terminé à l'époque suivante. L'Amérique du Sud et l'Amérique du Nord demeuraient séparées par des mers équatoriales (elles se sont jointes au Néogène) ; les composantes de l'ancien supercontinent méridional Gondwana continuaient à se diviser, l'Afrique, l'Amérique du Sud, l'Antarctique et	0
[CLS]  À quelle école les garçons qui ont défendu la Reine avec des parapluies sont-ils allés ?  [SEP]  Gladstone revient au pouvoir après les élections générales de 1892 ; il a 82 ans. Victoria s'y oppose lorsque Gladstone propose de nommer le député radical Henry Labouchere au Cabinet. Gladstone accepte donc de ne pas le nommer. En 1894, Gladstone prend sa retraite et, sans consulter le premier ministre sortant, Victoria nomme Lord Rosebery premier ministre. Son gouvernement est faible et, l'année suivante, lord Salisbury le remplace. Salisbury demeure premier ministre jusqu'à la fin du règne de Victoria.	1
[CLS]  L'Empire avait une majorité chrétienne jusqu'à quel moment ?  [SEP]  Jusqu'à la deuxième moitié du XVe siècle, l'empire avait une majorité chrétienne, sous la domination d'une minorité musulmane. À la fin du XIXe siècle, la population non musulmane de l'empire a commencé à diminuer considérablement, non seulement à cause de la sécession, mais aussi à cause des mouvements migratoires. La proportion de musulmans s'élevait à 60 % dans les années 1820, pour augmenter graduellement à 69 % dans les années 1870, puis à 76 % dans les années 1890. En 1914, seulement 19,1 % de la population de l'empire était non musulmane, principalement composée de Grecs chrétiens, d'Assyriens, d'Arméniens et de Juifs.	0
[CLS]  Combien les États-Unis ont-ils proposé de payer pour le Groenland ?  [SEP]  La Pologne a toujours été résolument pro-américaine, remontant à la participation du Général Tadeusz Kościuszko et de Casimir Pulaski à la Révolution américaine. Cette position pro-américaine a été renforcée à la suite de l'intervention américaine favorable lors de la Première Guerre mondiale (qui a conduit à la création d'une Pologne indépendante) et de la Guerre froide (qui a abouti à la création d'un Etat polonais indépendant de l'influence soviétique). La Pologne a apporté une importante contribution à la "Coalition des volontaires" en Irak. Une citation qualifiant la Pologne de "51e Etat" a été attribuée à James Pavitt, alors directeur adjoint des opérations de la Central Intelligence Agency, en particulier en ce qui concerne les restitutions extraordinaires.	1
[CLS]  Quand El Cid est-il mort ?  [SEP]  Balansiyya a connu une sorte de renaissance avec les débuts du royaume de Valence au 11ème siècle. La ville s'est agrandie, et sous le règne d'Abd al-Aziz une nouvelle muraille a été construite, dont les vestiges sont préservés aujourd'hui dans toute la vieille ville (Ciutat Vella). Le noblesse castillan Rodrigo Diaz de Vivar, connu sous le nom d'El Cid, qui voulait posséder sa propre principauté sur la Méditerranée, est entré dans la province aux commandes d'une armée mixte chrétienne et maure et a assiégé la ville à partir de 1092. A la fin du siège en mai 1094, il avait sculpté son propre fief, qu'il a dirigé du 15 juin 1094 à juillet 1099. Cette victoire a été immortalisée dans le Lay du Cid. Sous son règne, il a converti neuf mosquées en	0
[CLS]  Quel est le pourcentage de vraquiers grecs dans le monde ?  [SEP]  Comptant les services maritimes fournis à la Grèce par d'autres pays comme des quasi-importations et la différence entre les "exportations" et les "importations" comme une "balance commerciale", la Grèce s'est classée en 2011 au deuxième rang derrière l'Allemagne, avec des services maritimes "importés" d'une valeur de 7 076 605 millions de dollars américains et un "excédent commercial" de 10 712 342 millions de dollars américains.	1
[CLS]  Quel était le statut économique de votre plébéien typique en 287 av. J.-C.  [SEP]  En 287 av. J.-C., la situation économique du plébéen moyen était devenue mauvaise. Le problème semble avoir tourné autour de l'endettement généralisé. Les plébéens ont demandé un soulagement, mais les sénateurs ont refusé de s'occuper de leur situation. Le résultat a été la sécession plébéenne finale. Les plébéens ont fait sécession jusqu'à la colline du Janiculum. Pour mettre fin à la sécession, un dictateur a été nommé. Le dictateur a adopté une loi (la Lex Hortensia), qui a éliminé l'exigence que les sénateurs patriciens s'entendent avant qu'un projet de loi puisse être examiné par le Conseil plébéen. Ce n'était pas la première loi à exiger qu'un acte du Conseil plébéien ait pleine force de loi. Le Conseil plébéien a acquis ce pouvoir lors d'une modification de la loi valérienne originale en 449 av.	0
[CLS]  Le radar a été complété par quoi dans les années 1980 ?  [SEP]  Le cas le plus extrême était celui de l'Union soviétique, et ce modèle peut encore être suivi dans certains pays : il s'agissait d'un service distinct, au même titre que la marine ou les forces terrestres. En Union soviétique, ce service s'appelait Voyska PVO et comprenait à la fois des avions de chasse et des systèmes basés au sol. Il était divisé en deux branches, PVO Strany, le Service de défense aérienne stratégique responsable de la défense aérienne de la patrie, créé en 1941 et devenu un service indépendant en 1954, et PVO SV, la défense aérienne des forces terrestres.	1
[CLS]  Combien y a-t-il de conducteurs à la base de l'ampoule ?  [SEP]  Les ampoules incandescentes sont constituées d'une enceinte de verre étanche (l'enveloppe ou l'ampoule) munie d'un filament de fil de tungstène à l'intérieur de l'ampoule, à travers lequel passe un courant électrique. Des fils de contact et une base avec deux conducteurs (ou plus) assurent les connexions électriques du filament. Les ampoules incandescentes contiennent habituellement une tige ou un support en verre fixé à la base de l'ampoule, qui permet aux contacts électriques de passer à travers l'enveloppe sans fuir d'air ou de gaz. De petits fils encastrés dans la tige soutiennent à leur tour le filament et ses fils conducteurs.	0
[CLS]  Qui désapprouve le projet de mariage entre Victoria et Albert ?  [SEP]  Au début de son règne, Victoria était populaire, mais sa réputation a souffert dans une intrigue devant la cour en 1839, lorsqu'une des dames en attente de sa mère, lady Flora Hastings, a développé une croissance abdominale qui a été largement décrite comme une grossesse hors mariage par sir John Conroy. Victoria a cru à ces rumeurs. Elle a détesté Conroy et méprisé "cette dame odieuse", parce qu'elle avait conspiré avec Conroy et la duchesse de Kent dans le système de Kensington. Au début, lady Flora a refusé de se soumettre à un examen médical, jusqu'à ce qu'elle accepte finalement à la mi-février, et soit trouvée vierge. Conroy, la famille Hastings et les conservateurs de l'opposition ont organisé une campagne de presse impliquant la Reine dans la propagation de fausses rumeurs au sujet de lady Flora. Lorsque lady Flor	1
[CLS]  Sur quel campus se trouvent les écoles de premier cycle, d'études supérieures et de gestion Kellogg ?  [SEP]  Le train surélevé de la Chicago Transit Authority qui traverse Evanston porte le nom de Purple Line, qui vient de la couleur de l'école du nord-ouest. Les gares Foster et Davis sont à quelques minutes de marche de l'extrémité sud du campus, tandis que la gare de Noyes est à proximité de l'extrémité nord du campus. La gare centrale est à proximité de Ryan Field, le stade de football de Northwestern. La gare de la rue Evanston Davis Metra dessert le campus Northwestern au centre-ville d'Evanston et la gare de la rue Evanston Central Metra est à proximité de Ryan Field. Le service d'autobus Pace Suburban et l'OTC ont plusieurs lignes d'autobus qui traversent le campus d'Evanston ou qui sont près de celui-ci.	1
[CLS]  Quelle est la raison de la division de l'ONU en régions ?  [SEP]  Aux fins de ses travaux et publications officiels, l'Organisation des Nations Unies regroupe les pays selon une classification des régions. L'affectation de pays ou de régions à des groupes spécifiques est pour des raisons de commodité statistique et n'implique aucune hypothèse quant à l'affiliation politique ou autre des pays ou territoires par l'Organisation des Nations Unies. L'Europe du Sud, telle qu'elle est regroupée par l'Organisation des Nations Unies (les sous-régions selon l'ONU) pour des raisons de commodité statistique, comprend les pays et territoires suivants :	0
[CLS]  Qu'est-ce qui empêche le poisson-clown d'être piqué ?  [SEP]  Un exemple de symbiose mutuelle est la relation entre le poisson-clown ocellaire qui habite parmi les tentacules de l'anémone de mer Ritteri. Le poisson territorial protège l'anémone des poissons mangeurs d'anémones, et à son tour les tentacules piquants de l'anémone protègent le poisson-clown de ses prédateurs. Un mucus spécial sur le poisson-clown le protège des tentacules piqueurs.	0
[CLS]  Qu'est-ce que le panthéisme ?  [SEP]  Dans le théisme, Dieu est le créateur et le soutien de l'univers, tandis que dans le déisme, Dieu est le créateur, mais non le soutien de l'univers. Le monothéisme est la croyance en l'existence d'un seul Dieu ou en l'unicité de Dieu. Dans le panthéisme, Dieu est l'univers lui-même. Dans l'athéisme, Dieu n'est pas cru à exister, alors que Dieu est considéré comme inconnu ou inconnaissable dans le contexte de l'agnosticisme. Dieu a également été conçu comme un être incorporel (immatériel), un être personnel, la source de toute obligation morale et la "plus grande existence concevable". De nombreux philosophes remarquables ont développé des arguments pour et contre l'existence de Dieu.	0
[CLS]  Quand la rétrotraduction de Twain a-t-elle été publiée ?  [SEP]  Lorsqu'un document historique ne survit qu'en traduction, l'original ayant été perdu, les chercheurs entreprennent parfois une rétrotraduction dans le but de reconstruire le texte original. Un exemple est le roman The Saragossa Manuscript de l'aristocrate polonais Jan Potocki (1761), qui a écrit le roman en français et publié anonymement des fragments en 1804 et en 1813 14. Des parties du manuscrit original de langue française ont par la suite été perdues ; cependant, les fragments manquants ont survécu dans une traduction polonaise faite par Edmund Chojecki en 1847 à partir d'une version française complète, maintenant perdue. Des versions françaises du manuscrit complet de Saragossa ont été produites depuis, à partir des fragments français existants et des versions françaises qui ont été rétrotraduites à partir de la version polonaise de Chojecki.	1
[CLS]  Combien de descentes une équipe doit-elle effectuer pour progresser de dix verges dans le football canadien ?  [SEP]  Le football canadien est également pratiqué aux niveaux secondaire, junior, collégial et semi-professionnel : la Ligue canadienne de football junior, créée le 8 mai 1974, et la Ligue de football junior du Québec sont des ligues pour les joueurs âgés de 18 ans et 22 ans, de nombreux établissements postsecondaires participent à la Coupe Vanier dans le cadre du sport interuniversitaire canadien, et les ligues seniors, comme la Ligue de football de l'Alberta, ont gagné en popularité au cours des dernières années.	1
[CLS]  Quel athlète a manifesté son soutien aux manifestants ?  [SEP]  Xinhua et CCTV ont cité des spectateurs de relais qui ont condamné les manifestations, dans une plus large mesure que la plupart des médias occidentaux, mais n'ont pas cité de points de vue différents, ne fournissant aucune couverture du soutien apporté aux manifestations par certains citoyens ordinaires des pays occidentaux. Ils ont cité des athlètes qui ont exprimé leur fierté de participer aux relais, dans une plus large mesure que les médias occidentaux, mais pas ceux qui, comme Marie-José Pérec, ont exprimé leur compréhension et leur soutien aux manifestants. Le comité d'organisation des Jeux à Pékin a mentionné les "visages souriants des personnes âgées, des enfants et des artistes dans les rues", les encouragements et le soutien des Londoniens. Xinhua a a déclaré que les manifestants étaient des "radicaux" qui "foulaient aux pieds les droits de l'homme" et dont les activités étaient condamnées par "les peuples du monde entier qui, cordialement, aiment	0
[CLS]  What program at Washington University ranks first in the 2016 in the U.S. News & World Reports classkings ?  [SEP]  Parmi les écoles supérieures, mentionnons la School of Medicine, qui occupe actuellement la sixième place au pays, et la George Warren Brown School of Social Work, qui occupe actuellement la première place. Le programme d'ergothérapie de l'Université de Washington occupe actuellement la première place pour le classement 2016 du U.S. News & World Report, et le programme de physiothérapie occupe également la première place. Pour l'édition 2015, la School of Law se classe 18e et la Olin Business School se classe 19e. De plus, la Graduate School of Architecture and Urban Design s'est classée neuvième au pays par la revue DesignIntelligence dans son édition 2013 des America's Best Architecture & Design Schools.	0
[CLS]  Quels sont les programmes qui accordent des crédits aux ménages pour fournir de l'électricité au réseau ?  [SEP]  Les systèmes photovoltaïques hors réseau utilisent traditionnellement des piles rechargeables pour stocker l'excédent d "électricité. Dans les systèmes reliés au réseau, l'excédent d" électricité peut être envoyé au réseau de transport, tandis que l "électricité du réseau standard peut être utilisée pour combler les lacunes. Les programmes de mesurage net accordent aux systèmes domestiques un crédit pour toute l" électricité qu'ils fournissent au réseau. Cela se fait en "retournant" le compteur chaque fois que la production d "électricité de la maison est supérieure à sa consommation. Si la consommation nette d" électricité est inférieure à zéro, le service public passe ensuite au crédit de kilowattheure au mois suivant. D'autres approches comprennent l'utilisation de deux compteurs pour mesurer l "électricité consommée par rapport à l" électricité produite. Cela est moins fréquent en raison du coût d'installation plus élevé du deuxième compteur. La plupart des compteurs standards mesurent avec précision dans les deux sens, ce qui rend inutile l'utilisation	0
[CLS]  En quelle année New York est-elle devenue la plus grande ville des États-Unis ?  [SEP]  De nombreux quartiers et points de repère de la ville de New York sont devenus bien connus, et la ville a reçu un nombre record de 56 millions de touristes en 2014, accueillant trois des dix attractions touristiques les plus visitées au monde en 2013. Plusieurs sources ont classé New York comme la ville la plus photographiée dans le monde. Times Square, iconique comme le "cœur" du monde et son "Crossroads", est la plaque tournante illuminée du Broadway Theater District, l'un des carrefours piétonniers les plus achalandés du monde, et un centre majeur de l'industrie mondiale du divertissement. Les noms de nombreux ponts, gratte-ciel et parcs de la ville sont connus dans le monde entier. Ancré par Wall Street dans le Financial District de Lower Manhattan, New York City a été appelé à la fois la ville la plus puissante économiquement et le centre financier le plus important du monde, et la ville est le domicile des	1
[CLS]  Qui était connu pour ses improvisations complexes ?  [SEP]  Les instruments actuellement utilisés dans la plupart des musiques classiques ont été en grande partie inventés avant le milieu du XIXe siècle (souvent beaucoup plus tôt) et codifiés aux XVIIIe et XIXe siècles. Ils comprennent les instruments que l'on trouve dans un orchestre ou dans un orchestre de concert, ainsi que plusieurs autres instruments solistes (comme le piano, le clavecin et l'orgue). L'orchestre symphonique est le médium le plus connu de la musique classique et comprend des membres des familles d'instruments à cordes, à bois, à cuivres et à percussions. L'orchestre de concert comprend des membres des familles d'instruments à bois, à cuivres et à percussions. Il possède généralement une plus grande variété et une plus grande quantité d'instruments à bois et à cuivres que l'orchestre, mais n'a pas de section à cordes. Cependant, de nombreux orchestres de concert utilisent une double contrebasse. Les pratiques	1
[CLS]  Chez qui Elizabeth et Philippe sont-ils restés à Malte ?  [SEP]  Dès sa naissance, l'Empire britannique a poursuivi sa transformation en Commonwealth des nations. Au moment de son adhésion en 1952, son rôle de chef de plusieurs États indépendants était déjà établi. En 1953, la Reine et son mari ont entrepris une tournée mondiale de sept mois, visitant 13 pays et couvrant plus de 40 000 milles par voie terrestre, maritime et aérienne. Elle est devenue le premier monarque régnant de l'Australie et de la Nouvelle-Zélande à visiter ces pays. Pendant cette tournée, les foules étaient immenses ; on estimait que les trois quarts de la population de l'Australie l'avaient vue. Tout au long de son règne, la Reine a effectué des centaines de visites d'État dans d'autres pays et visité le Commonwealth ; elle est le chef d'État le plus visité.	1
[CLS]  Le slovène est une langue importante dans quel pays ?  [SEP]  L'anglais est utilisé comme deuxième langue dans certaines parties de l'Europe méridionale, mais en tant que langue primaire, il n'est que peu présent en Europe méridionale, seulement à Gibraltar (à côté de l'espagnol) et à Malte (secondaire par rapport au maltais).	1
[CLS]  Qu'est-ce que le gouvernement a réuni ?  [SEP]  En septembre 2011, plusieurs sites Web interdits, dont YouTube, la Voix démocratique de Birmanie et Voice of America, ont été débloqués. Un rapport publié en 2011 par le Centre Hauser pour les organisations à but non lucratif a révélé que, si les contacts avec le gouvernement du Myanmar étaient limités par les restrictions imposées par les donateurs, les organisations non gouvernementales (ONG) humanitaires internationales voyaient des possibilités de plaidoyer efficace auprès des représentants du gouvernement, en particulier au niveau local. Parallèlement, les ONG internationales sont conscientes du dilemme éthique que pose la manière de travailler avec le gouvernement sans le renforcer ni l'apaiser.	1
[CLS]  Avec qui Hayek a-t-il créé le Geistkreis ?  [SEP]  Durant les années de Hayek à l'université de Vienne, le travail de Carl Menger sur la stratégie explicative des sciences sociales et la présence de Friedrich von Wieser dans la salle de classe lui ont laissé une influence durable. À la fin de ses études, Hayek a été engagé par Ludwig von Mises sur la recommandation de Wieser en tant que spécialiste pour le gouvernement autrichien travaillant sur les détails juridiques et économiques du Traité de Saint Germain. Entre 1923 et 1924, Hayek a travaillé comme assistant de recherche pour le professeur Jeremiah Jenks de l'université de New York, compilant des données macroéconomiques sur l "économie américaine et les opérations de la Réserve fédérale américaine.	1
[CLS]  Avec son âme douce et ses tempêtes tranquilles, quel genre a influencé le R & B adulte contemporain ?  [SEP]  Il s'agit d'une forme de R & B néo-soul qui met l'accent sur l'artisanat du chant et la sophistication. Comme l'utilisation de machines à tambour, de synthétiseurs et de séquenceurs domine la musique enracinée dans la R & B, le R & B contemporain adulte a tendance à puiser la plupart de ses signaux dans les tensions plus raffinées de l'âme des années 1970, comme l'âme lisse, l'âme de Philly et l'orage silencieux. Les touches classiques d'écriture de chansons et l'instrumentation à penchant organique, souvent avec des arrangements de cordes et des tableaux de cordes, étaient des constantes.	0
[CLS]  Quel était le nom du lieu où Brian May s'est effondré ?  [SEP]  The single "Killer Queen" from Sheer Heart Attack reached number two on the British charts, and became their first US hit, reaching number 12 on the Billboard Hot 100. It combines camp, vaudeville, and British music hall with May's guitar virtuosity. The album second single, "Now I'm Here", a more traditional hard rock composition, was a number eleven hit in Britain, while the high speed rocker "Stone Cold Crazy" featuring May's uptempo riffs is a precursor to speed metal. In recent years, the album has received acclaimed from music publications : In 2006, Classic Rock ranked it number 28 in "The 100 Greatest British Rock Albums Ever", and in 2007, Mojo ranked it No.88 in "The 100 Records That Changed the World". It is also the second of three Queen albums to feature in the book 1001 Albums You Must H	1
